epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,25707.4,1.45206,1.07197,0.97732,0.41184,0.30841,0.30489,0.17529,1.38674,1.02972,0.94943,0.00690625,0.00690625,0.00690625
127,25911.8,1.44777,1.06352,0.975,0.40986,0.30889,0.30504,0.17526,1.38625,1.0287,0.94922,0.0068815,0.0068815,0.0068815
128,26115.6,1.45893,1.0731,0.97645,0.41301,0.30832,0.30526,0.17553,1.38597,1.02743,0.94915,0.00685675,0.00685675,0.00685675
129,26319.9,1.43854,1.059,0.9736,0.41704,0.30786,0.30564,0.1757,1.38551,1.02683,0.94883,0.006832,0.006832,0.006832
130,26524.4,1.44343,1.06063,0.97155,0.41777,0.30854,0.30663,0.17632,1.38462,1.02636,0.94862,0.00680725,0.00680725,0.00680725
131,26728.6,1.45173,1.06897,0.97705,0.42157,0.30557,0.30712,0.17675,1.38356,1.02621,0.94848,0.0067825,0.0067825,0.0067825
132,26932.8,1.44101,1.0605,0.97215,0.42373,0.30607,0.30752,0.17714,1.38284,1.02565,0.94828,0.00675775,0.00675775,0.00675775
133,27136.4,1.44375,1.05882,0.97572,0.41863,0.30704,0.30784,0.17725,1.38224,1.0251,0.94826,0.006733,0.006733,0.006733
134,27341.1,1.45028,1.06445,0.97157,0.42198,0.30599,0.30826,0.1775,1.3817,1.02491,0.9482,0.00670825,0.00670825,0.00670825
135,27545.5,1.44315,1.05881,0.97504,0.4246,0.30573,0.30851,0.17759,1.38115,1.02405,0.94808,0.0066835,0.0066835,0.0066835
136,27749.9,1.44224,1.05708,0.97477,0.42331,0.30487,0.30861,0.17769,1.38033,1.02305,0.94779,0.00665875,0.00665875,0.00665875
137,27954.1,1.44062,1.05667,0.9732,0.41732,0.30749,0.30899,0.17807,1.37982,1.02248,0.9478,0.006634,0.006634,0.006634
138,28157.6,1.44527,1.05709,0.9766,0.41783,0.30774,0.30901,0.17817,1.37945,1.02226,0.94767,0.00660925,0.00660925,0.00660925
139,28361.8,1.43481,1.05255,0.97237,0.41723,0.30746,0.30913,0.17834,1.37864,1.02172,0.94743,0.0065845,0.0065845,0.0065845
140,28566.1,1.43841,1.05485,0.9738,0.42032,0.30644,0.30938,0.1783,1.37813,1.02136,0.94733,0.00655975,0.00655975,0.00655975
141,28770.1,1.44151,1.05252,0.97327,0.41824,0.30686,0.30949,0.17837,1.37814,1.02091,0.94721,0.006535,0.006535,0.006535
142,28974.6,1.43959,1.05072,0.97018,0.41955,0.3073,0.30977,0.17853,1.37806,1.02051,0.94716,0.00651025,0.00651025,0.00651025
143,29178.8,1.4342,1.047,0.96888,0.42214,0.30637,0.30973,0.1785,1.37785,1.01985,0.94691,0.0064855,0.0064855,0.0064855
144,29382.9,1.43803,1.04803,0.9702,0.42251,0.30795,0.31016,0.17867,1.37754,1.01978,0.94677,0.00646075,0.00646075,0.00646075
145,29587.7,1.43102,1.04691,0.97055,0.42104,0.30871,0.30994,0.17865,1.37747,1.01959,0.94674,0.006436,0.006436,0.006436
146,29792.5,1.43586,1.04797,0.97197,0.42262,0.30855,0.31001,0.17882,1.37734,1.01944,0.94677,0.00641125,0.00641125,0.00641125
147,29997,1.42285,1.04091,0.97039,0.41761,0.31038,0.31006,0.17896,1.37714,1.01916,0.94669,0.0063865,0.0063865,0.0063865
148,30201.9,1.43194,1.04307,0.96857,0.41875,0.3109,0.31029,0.17908,1.37679,1.01876,0.9465,0.00636175,0.00636175,0.00636175
149,30406.8,1.43131,1.04255,0.97005,0.41757,0.31159,0.31045,0.17912,1.37644,1.01841,0.9464,0.006337,0.006337,0.006337
150,30611.2,1.42837,1.04211,0.96735,0.41982,0.31188,0.31092,0.17932,1.37581,1.01803,0.9462,0.00631225,0.00631225,0.00631225
151,30815.2,1.42566,1.03851,0.96767,0.41959,0.3122,0.311,0.17934,1.37539,1.01753,0.94615,0.0062875,0.0062875,0.0062875
152,31019,1.42835,1.03903,0.96944,0.42338,0.31114,0.31137,0.17939,1.37503,1.01698,0.94606,0.00626275,0.00626275,0.00626275
153,31223.2,1.42701,1.03653,0.96872,0.42372,0.31159,0.31131,0.17926,1.37458,1.01674,0.94597,0.006238,0.006238,0.006238
154,31426.9,1.43103,1.03983,0.96822,0.42335,0.31212,0.31162,0.17954,1.37425,1.01648,0.9459,0.00621325,0.00621325,0.00621325
155,31631.3,1.43194,1.0452,0.97172,0.42533,0.31153,0.31152,0.17944,1.37392,1.01603,0.94581,0.0061885,0.0061885,0.0061885
156,31835,1.4226,1.03364,0.9688,0.42704,0.31108,0.31182,0.1798,1.37363,1.01567,0.94581,0.00616375,0.00616375,0.00616375
